ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato,Sexo
35960,Elena Silvia Ramirez Castro,Operaciones (Supply),Maestro Cervecero,2191,303,560,,3054,3054,2025,,Oficina Regional,Part-Time,femenino
35961,Hugo Hugo Herrera Ortega,Operaciones (Supply),Maestro Cervecero,855,1466,203,851,2524,3375,2025,,Planta Industrial,Part-Time,masculino
35962,Victor Juan Diaz Lopez,Finanzas,Controller Financiero,2421,731,29,1330,3181,4511,2025,,Centros de Distribucion,Full-Time,masculino
35963,Rosa Paula Castro Diaz,Logistica,Gestor de Flota,2164,1318,914,647,4396,5043,2025,,Oficina Regional,Part-Time,femenino
35964,Daniela Claudia Diaz Diaz,Operaciones (Supply),Operador de Envasado,2565,1236,553,662,4354,5016,2025,,Planta Industrial (Matriz),Full-Time,femenino
35965,Jose Alberto Sanchez Perez,Logistica,Planificador de Demanda,2271,1268,628,1190,4167,5357,2025,,Oficinas Administrativas,Full-Time,masculino
35966,Maria Veronica Lopez Flores,Operaciones (Supply),Maestro Cervecero,2895,1010,991,716,4896,5612,2025,,Oficina Regional,,femenino
35967,Ricardo Miguel Lopez Castro,People (RRHH),Business Partner,2285,1391,997,535,4673,5208,2025,,Centros de Distribucion,Full-Time,masculino
35968,Andres Miguel Ortega Diaz,Marketing,Trade Marketing,3756,,344,1398,4100,5498,2025,,Oficina Regional,Full-Time,masculino
35969,Raul Jose Rodriguez Torres,People (RRHH),Reclutador (Trainee),2020,1439,993,405,4452,4857,2025,,Planta Industrial,,masculino
35970,Monica Valentina Delgado Torres,Tecnologia (Tech),Analista de Datos,4732,327,325,563,5384,5947,2025,,Centros de Distribucion,Full-Time,femenino
35971,Eduardo Pedro Rojas Martinez,Comercial / Ventas,Key Account Manager,1500,605,309,957,2414,3371,2025,,Oficinas Administrativas,Full-Time,masculino
35972,Jose Eduardo Rojas Perez,Operaciones (Supply),Operador de Envasado,3274,245,267,958,3786,4744,2025,,Oficina Regional,Part-Time,masculino
35973,Rosa Claudia Torres Gonzalez,People (RRHH),Reclutador (Trainee),1224,1312,915,1473,3451,4924,2025,,Planta Industrial (Matriz),Full-Time,femenino
35974,Paula Carmen Vargas Mendoza,Operaciones (Supply),Maestro Cervecero,893,910,509,1220,2312,3532,2025,,Planta Industrial (Matriz),Full-Time,femenino
35975,Julio Andres Delgado Lopez,Operaciones (Supply),Analista de Calidad,4103,630,927,818,5660,6478,2025,,Planta Industrial (Matriz),Part-Time,masculino
35976,Raul Fernando Garcia Torres,Comercial / Ventas,Preventista (BEES),1182,759,415,530,2356,2886,2025,,Centros de Distribucion,Part-Time,masculino
35977,Monica Elena Perez Vargas,Operaciones (Supply),Maestro Cervecero,4033,255,860,525,5148,5673,2025,,Planta Industrial,Part-Time,femenino
35978,Camila Paula Castro Garcia,Operaciones (Supply),Analista de Calidad,978,140,955,527,2073,2600,2025,,Planta Industrial,Full-Time,femenino
35979,Juan Alberto Castro Flores,Logistica,Gestor de Flota,2868,685,420,1192,3973,5165,2025,,Planta Industrial,Part-Time,masculino
35980,Patricia Daniela Diaz Rodriguez,Marketing,Trade Marketing,1765,479,131,272,2375,2647,2025,,Planta Industrial (Matriz),Part-Time,femenino
35981,Ricardo Andres Delgado Martinez,Logistica,Planificador de Demanda,2173,415,903,1322,3491,4813,2025,,Oficinas Administrativas,Part-Time,masculino
35982,Veronica Paula Morales Lopez,Tecnologia (Tech),Analista de Datos,2196,1238,322,1458,3756,5214,2025,,Centros de Distribucion,,femenino
35983,Natalia Andrea Gonzalez Martinez,Operaciones (Supply),Analista de Calidad,1857,168,516,1448,2541,3989,2025,,Centros de Distribucion,Full-Time,femenino
35984,Ana Natalia Torres Mendoza,Operaciones (Supply),Maestro Cervecero,3541,,803,1418,4344,5762,2025,,Centros de Distribucion,Full-Time,femenino
35985,Jorge Juan Torres Lopez,Comercial / Ventas,Key Account Manager,1752,201,788,1130,2741,3871,2025,,Planta Industrial,Part-Time,masculino
35986,Natalia Lucia Rodriguez Ortega,Marketing,Trade Marketing,2278,168,363,246,2809,3055,2025,,Planta Industrial,Part-Time,femenino
35987,Raul Rafael Torres Vargas,Finanzas,Controller Financiero,4303,461,683,376,5447,5823,2025,,Centros de Distribucion,,masculino
35988,Ana Ana Delgado Castro,Logistica,Planificador de Demanda,827,579,494,479,1900,2379,2025,,Planta Industrial,Part-Time,femenino
35989,Julio Mario Mendoza Herrera,Logistica,Planificador de Demanda,1864,415,301,569,2580,3149,2025,,Centros de Distribucion,Part-Time,masculino
35990,Jorge Julio Lopez Flores,Sostenibilidad,Coordinador de Agro,1810,1334,285,,3429,3429,2025,,Planta Industrial,,masculino
35991,Fernando Andres Rodriguez Perez,People (RRHH),Reclutador (Trainee),2997,859,511,575,4367,4942,2025,,Planta Industrial (Matriz),Part-Time,masculino
35992,Victor Rafael Rodriguez Ortega,Comercial / Ventas,Key Account Manager,4396,856,606,873,5858,6731,2025,,Oficina Regional,,masculino
35993,Monica Elena Morales Torres,Operaciones (Supply),Operador de Envasado,3459,1111,343,578,4913,5491,2025,,Centros de Distribucion,Part-Time,femenino
35994,Fernando Eduardo Rodriguez Morales,Comercial / Ventas,Preventista (BEES),4627,1137,490,1438,6254,7692,2025,,Centros de Distribucion,Full-Time,masculino
35995,Lucia Ana Rojas Morales,Operaciones (Supply),Analista de Calidad,2891,1119,613,1002,4623,5625,2025,,Centros de Distribucion,Full-Time,femenino
35996,Julio Rafael Rodriguez Garcia,Marketing,Trade Marketing,4062,383,239,1235,4684,5919,2025,,Centros de Distribucion,Full-Time,masculino
35997,Sergio Pedro Herrera Mendoza,Logistica,Gestor de Flota,1068,383,188,550,1639,2189,2025,,Oficinas Administrativas,Part-Time,masculino
35998,Paula Veronica Gonzalez Rojas,Tecnologia (Tech),Analista de Datos,877,1499,187,1124,2563,3687,2025,,Planta Industrial (Matriz),,femenino
35999,Sergio Eduardo Castro Ortega,Marketing,Brand Manager,1182,967,928,,3077,3077,2025,,Planta Industrial,Full-Time,masculino
36000,Carlos Eduardo Morales Lopez,Comercial / Ventas,Preventista (BEES),2587,1440,743,1207,4770,5977,2025,,Oficina Regional,Full-Time,masculino
36001,Pedro Mario Torres Ortega,Comercial / Ventas,Key Account Manager,1947,771,69,970,2787,3757,2025,,Planta Industrial,Part-Time,masculino
36002,Raul Hugo Ortega Flores,Sostenibilidad,Coordinador de Agro,4786,1328,160,210,6274,6484,2025,,Oficinas Administrativas,Full-Time,masculino
36003,Diego Andres Rodriguez Martinez,Operaciones (Supply),Analista de Calidad,2578,643,638,1259,3859,5118,2025,,Oficina Regional,Part-Time,masculino
36004,Monica Ana Suarez Lopez,Operaciones (Supply),Operador de Envasado,3196,1159,302,1128,4657,5785,2025,,Planta Industrial (Matriz),Part-Time,femenino
36005,Jorge Jorge Torres Torres,Comercial / Ventas,Key Account Manager,994,156,239,774,1389,2163,2025,,Oficina Regional,Full-Time,masculino
36006,Hugo Miguel Ortega Delgado,Logistica,Planificador de Demanda,3445,812,406,682,4663,5345,2025,,Planta Industrial,Full-Time,masculino
36007,Sergio Luis Gonzalez Herrera,Sostenibilidad,Coordinador de Agro,2425,570,241,698,3236,3934,2025,,Oficina Regional,Part-Time,masculino
36008,Monica Camila Sanchez Delgado,People (RRHH),Reclutador (Trainee),3738,951,538,928,5227,6155,2025,,Planta Industrial,Full-Time,femenino
36009,Paula Monica Herrera Delgado,Marketing,Trade Marketing,3026,1496,436,666,4958,5624,2025,,Centros de Distribucion,Full-Time,femenino
36010,Carlos Fernando Morales Lopez,Tecnologia (Tech),Analista de Datos,2622,374,267,933,3263,4196,2025,,Centros de Distribucion,Part-Time,masculino
36011,Carmen Veronica Perez Mendoza,Operaciones (Supply),Maestro Cervecero,3424,,76,1427,3500,4927,2025,,Planta Industrial,Full-Time,femenino
36012,Camila Natalia Martinez Diaz,Logistica,Gestor de Flota,2496,1413,922,1236,4831,6067,2025,,Centros de Distribucion,Full-Time,femenino
36013,Victor Miguel Flores Suarez,Operaciones (Supply),Analista de Calidad,2205,1487,151,1040,3843,4883,2025,,Centros de Distribucion,Part-Time,masculino
36014,Victor Rafael Martinez Morales,Logistica,Planificador de Demanda,2782,317,948,1096,4047,5143,2025,,Planta Industrial (Matriz),Part-Time,masculino
36015,Andrea Carmen Martinez Ramirez,Operaciones (Supply),Analista de Calidad,2356,165,928,1060,3449,4509,2025,,Planta Industrial,Part-Time,femenino
36016,Ana Lucia Gonzalez Gonzalez,Operaciones (Supply),Operador de Envasado,4788,455,34,948,5277,6225,2025,,Oficinas Administrativas,Full-Time,femenino
36017,Mario Miguel Rodriguez Flores,Finanzas,Controller Financiero,3597,233,297,1132,4127,5259,2025,,Centros de Distribucion,Full-Time,masculino
36018,Veronica Natalia Diaz Rojas,Operaciones (Supply),Operador de Envasado,3745,234,93,662,4072,4734,2025,,Oficina Regional,Full-Time,femenino
36019,Rafael Mario Sanchez Herrera,Logistica,Planificador de Demanda,1118,1262,808,1314,3188,4502,2025,,Centros de Distribucion,Part-Time,masculino
36020,Veronica Sofia Diaz Garcia,Operaciones (Supply),Analista de Calidad,3509,,897,1448,4406,5854,2025,,Planta Industrial (Matriz),Full-Time,femenino
36021,Maria Paula Castro Martinez,Marketing,Trade Marketing,1798,339,152,1403,2289,3692,2025,,Oficinas Administrativas,Part-Time,femenino
36022,Claudia Maria Sanchez Morales,Operaciones (Supply),Operador de Envasado,2693,1099,853,1389,4645,6034,2025,,Oficina Regional,Part-Time,femenino
36023,Patricia Monica Ramirez Diaz,Logistica,Planificador de Demanda,2441,1399,93,1098,3933,5031,2025,,Planta Industrial (Matriz),Full-Time,femenino
36024,Eduardo Mario Lopez Herrera,Tecnologia (Tech),Analista de Datos,1490,1093,836,,3419,3419,2025,,Planta Industrial,Part-Time,masculino
36025,Camila Maria Vargas Lopez,Marketing,Trade Marketing,3601,984,62,653,4647,5300,2025,,Oficinas Administrativas,Full-Time,femenino
36026,Ana Laura Flores Mendoza,Marketing,Trade Marketing,1199,1104,478,597,2781,3378,2025,,Planta Industrial (Matriz),Full-Time,femenino
36027,Natalia Rosa Ramirez Rojas,Sostenibilidad,Coordinador de Agro,1391,1035,258,1373,2684,4057,2025,,Planta Industrial,Full-Time,femenino
36028,Diego Rafael Herrera Flores,Comercial / Ventas,Key Account Manager,1174,640,905,1296,2719,4015,2025,,Oficinas Administrativas,Full-Time,masculino
36029,Juan Jorge Rojas Ramirez,Sostenibilidad,Coordinador de Agro,1447,639,118,898,2204,3102,2025,,Planta Industrial,Full-Time,masculino
36030,Sofia Monica Diaz Gonzalez,Comercial / Ventas,Key Account Manager,3489,682,699,427,4870,5297,2025,,Oficina Regional,Full-Time,femenino
36031,Silvia Carmen Vargas Flores,Marketing,Trade Marketing,4069,1034,473,915,5576,6491,2025,,Planta Industrial (Matriz),,femenino
36032,Monica Natalia Castro Morales,Logistica,Gestor de Flota,1110,371,929,358,2410,2768,2025,,Oficina Regional,Full-Time,femenino
36033,Silvia Veronica Rodriguez Ortega,Comercial / Ventas,Preventista (BEES),2074,1374,139,929,3587,4516,2025,,Oficinas Administrativas,Part-Time,femenino
36034,Laura Gabriela Garcia Vargas,Sostenibilidad,Coordinador de Agro,4009,218,906,571,5133,5704,2025,,Oficina Regional,,femenino
36035,Monica Carmen Rojas Ortega,Finanzas,Controller Financiero,2501,730,683,543,3914,4457,2025,,Oficinas Administrativas,Part-Time,femenino
36036,Daniela Silvia Herrera Suarez,Finanzas,Controller Financiero,1570,1437,227,1142,3234,4376,2025,,Planta Industrial,Part-Time,femenino
36037,Camila Patricia Rojas Sanchez,Logistica,Planificador de Demanda,1460,1138,264,994,2862,3856,2025,,Centros de Distribucion,Full-Time,femenino
36038,Andres Julio Morales Torres,Operaciones (Supply),Maestro Cervecero,2233,400,877,627,3510,4137,2025,,Centros de Distribucion,Part-Time,masculino
36039,Hugo Diego Mendoza Delgado,Logistica,Gestor de Flota,4504,1139,192,646,5835,6481,2025,,Oficina Regional,,masculino
36040,Lucia Elena Lopez Sanchez,Marketing,Brand Manager,3010,1072,182,1431,4264,5695,2025,,Planta Industrial (Matriz),Full-Time,femenino
36041,Jorge Juan Perez Ortega,Sostenibilidad,Coordinador de Agro,3356,1339,41,1218,4736,5954,2025,,Oficina Regional,Full-Time,masculino
36042,Andrea Monica Ortega Ortega,Sostenibilidad,Coordinador de Agro,3413,991,354,1281,4758,6039,2025,,Centros de Distribucion,Part-Time,femenino
36043,Julio Miguel Herrera Rojas,Comercial / Ventas,Preventista (BEES),2795,,734,1444,3529,4973,2025,,Planta Industrial (Matriz),Full-Time,masculino
36044,Andres Mario Ortega Torres,Tecnologia (Tech),Analista de Datos,3720,1252,761,244,5733,5977,2025,,Centros de Distribucion,Full-Time,masculino
36045,Juan Hugo Rodriguez Mendoza,Marketing,Brand Manager,1885,957,887,914,3729,4643,2025,,Oficinas Administrativas,Part-Time,masculino
36046,Pedro Pedro Vargas Mendoza,Tecnologia (Tech),Analista de Datos,1385,813,993,964,3191,4155,2025,,Centros de Distribucion,Full-Time,masculino
36047,Veronica Andrea Morales Sanchez,Finanzas,Controller Financiero,3479,1067,798,1101,5344,6445,2025,,Centros de Distribucion,Full-Time,femenino
36048,Rafael Alberto Delgado Rodriguez,Operaciones (Supply),Analista de Calidad,3118,231,876,1327,4225,5552,2025,,Oficina Regional,Part-Time,masculino
36049,Elena Rosa Torres Vargas,Operaciones (Supply),Analista de Calidad,2915,226,653,647,3794,4441,2025,,Planta Industrial,Part-Time,femenino
36050,Diego Andres Suarez Ortega,Marketing,Brand Manager,1325,1275,166,469,2766,3235,2025,,Oficina Regional,Full-Time,masculino
36051,Ana Elena Rojas Martinez,People (RRHH),Business Partner,1385,590,9,661,1984,2645,2025,,Centros de Distribucion,Part-Time,femenino
36052,Gabriela Sofia Lopez Morales,Comercial / Ventas,Key Account Manager,1765,607,403,1379,2775,4154,2025,,Oficina Regional,Full-Time,femenino
36053,Rafael Mario Ramirez Herrera,Operaciones (Supply),Operador de Envasado,2351,914,323,1071,3588,4659,2025,,Centros de Distribucion,Full-Time,masculino
36054,Silvia Patricia Ramirez Rojas,Tecnologia (Tech),Analista de Datos,1518,912,668,320,3098,3418,2025,,Planta Industrial,,femenino
36055,Andres Pedro Sanchez Lopez,Sostenibilidad,Coordinador de Agro,965,295,638,647,1898,2545,2025,,Centros de Distribucion,,masculino
36056,Veronica Sofia Suarez Herrera,Finanzas,Controller Financiero,3675,274,235,1094,4184,5278,2025,,Planta Industrial,Full-Time,femenino
36057,Ricardo Eduardo Garcia Martinez,Marketing,Brand Manager,3153,1477,970,1192,5600,6792,2025,,Centros de Distribucion,Full-Time,masculino
36058,Camila Rosa Flores Rojas,Marketing,Brand Manager,1565,1110,201,1462,2876,4338,2025,,Oficinas Administrativas,Part-Time,femenino
36059,Diego Carlos Rodriguez Morales,People (RRHH),Reclutador (Trainee),4217,493,297,1106,5007,6113,2025,,Oficinas Administrativas,Part-Time,masculino
36060,Claudia Laura Sanchez Rodriguez,Finanzas,Controller Financiero,1403,1214,489,987,3106,4093,2025,,Planta Industrial,,femenino
36061,Veronica Claudia Delgado Ortega,Operaciones (Supply),Maestro Cervecero,4154,206,375,672,4735,5407,2025,,Planta Industrial (Matriz),Part-Time,femenino
36062,Eduardo Alberto Rodriguez Ortega,Comercial / Ventas,Preventista (BEES),2439,1203,562,1035,4204,5239,2025,,Centros de Distribucion,Full-Time,masculino
36063,Ricardo Jose Torres Flores,Operaciones (Supply),Maestro Cervecero,1091,809,191,1463,2091,3554,2025,,Planta Industrial (Matriz),Part-Time,masculino
36064,Diego Luis Ortega Ortega,Operaciones (Supply),Maestro Cervecero,3653,1321,697,1366,5671,7037,2025,,Oficinas Administrativas,Full-Time,masculino
36065,Natalia Laura Castro Suarez,Comercial / Ventas,Preventista (BEES),2646,273,607,978,3526,4504,2025,,Oficinas Administrativas,Part-Time,femenino
36066,Paula Gabriela Mendoza Delgado,Finanzas,Controller Financiero,3889,1287,94,393,5270,5663,2025,,Planta Industrial (Matriz),Part-Time,femenino
36067,Camila Patricia Torres Ramirez,Comercial / Ventas,Key Account Manager,2262,1229,163,1415,3654,5069,2025,,Centros de Distribucion,Full-Time,femenino
36068,Valentina Silvia Rodriguez Gonzalez,People (RRHH),Reclutador (Trainee),3883,568,64,524,4515,5039,2025,,Oficinas Administrativas,,femenino
36069,Fernando Ricardo Castro Ramirez,Marketing,Trade Marketing,2631,987,380,964,3998,4962,2025,,Oficina Regional,Full-Time,masculino
36070,Monica Laura Vargas Vargas,Sostenibilidad,Coordinador de Agro,1478,424,99,280,2001,2281,2025,,Oficinas Administrativas,Part-Time,femenino
36071,Natalia Valentina Martinez Sanchez,People (RRHH),Reclutador (Trainee),4870,566,658,774,6094,6868,2025,,Planta Industrial,Part-Time,femenino
36072,Natalia Lucia Flores Ortega,Comercial / Ventas,Preventista (BEES),4972,457,836,794,6265,7059,2025,,Planta Industrial,Full-Time,femenino
36073,Julio Victor Flores Delgado,Operaciones (Supply),Analista de Calidad,1265,1159,545,551,2969,3520,2025,,Planta Industrial,Part-Time,masculino
36074,Victor Mario Garcia Gonzalez,Logistica,Planificador de Demanda,3769,1318,112,511,5199,5710,2025,,Oficinas Administrativas,Full-Time,masculino
36075,Juan Alberto Rodriguez Ortega,Operaciones (Supply),Maestro Cervecero,1790,770,913,,3473,3473,2025,,Planta Industrial,Part-Time,masculino
36076,Carmen Daniela Flores Mendoza,Sostenibilidad,Coordinador de Agro,4738,1307,770,1446,6815,8261,2025,,Centros de Distribucion,,femenino
36077,Claudia Andrea Morales Suarez,Logistica,Planificador de Demanda,3899,625,994,1468,5518,6986,2025,,Oficina Regional,Part-Time,femenino
36078,Miguel Juan Perez Martinez,Logistica,Gestor de Flota,3069,151,470,743,3690,4433,2025,,Planta Industrial,Full-Time,masculino
36079,Hugo Alberto Diaz Ortega,Sostenibilidad,Coordinador de Agro,2298,1307,388,1095,3993,5088,2025,,Oficinas Administrativas,Part-Time,masculino
36080,Veronica Rosa Delgado Rojas,People (RRHH),Reclutador (Trainee),2571,363,728,1473,3662,5135,2025,,Centros de Distribucion,Full-Time,femenino
36081,Andres Julio Ortega Garcia,Operaciones (Supply),Operador de Envasado,4733,753,568,480,6054,6534,2025,,Centros de Distribucion,,masculino
36082,Diego Fernando Delgado Martinez,People (RRHH),Business Partner,4963,338,197,1136,5498,6634,2025,,Planta Industrial,,masculino
36083,Natalia Maria Herrera Flores,Finanzas,Controller Financiero,2806,348,226,638,3380,4018,2025,,Oficina Regional,Full-Time,femenino
36084,Claudia Sofia Herrera Garcia,Comercial / Ventas,Preventista (BEES),2735,821,122,599,3678,4277,2025,,Planta Industrial,Full-Time,femenino
36085,Andres Fernando Herrera Flores,Operaciones (Supply),Analista de Calidad,2359,531,17,565,2907,3472,2025,,Oficinas Administrativas,Full-Time,masculino
36086,Maria Andrea Perez Ramirez,Tecnologia (Tech),Analista de Datos,1818,323,968,298,3109,3407,2025,,Planta Industrial,Full-Time,femenino
36087,Paula Laura Gonzalez Torres,Finanzas,Controller Financiero,2518,417,366,602,3301,3903,2025,,Planta Industrial,Part-Time,femenino
36088,Monica Daniela Flores Diaz,Sostenibilidad,Coordinador de Agro,2790,1056,765,1216,4611,5827,2025,,Planta Industrial (Matriz),Full-Time,femenino
36089,Ricardo Fernando Torres Ortega,Comercial / Ventas,Key Account Manager,2322,1178,942,1439,4442,5881,2025,,Centros de Distribucion,Full-Time,masculino
36090,Eduardo Carlos Garcia Torres,Tecnologia (Tech),Analista de Datos,2022,1312,938,1073,4272,5345,2025,,Centros de Distribucion,Full-Time,masculino
36091,Pedro Andres Vargas Rodriguez,Logistica,Planificador de Demanda,4437,1469,809,892,6715,7607,2025,,Centros de Distribucion,Part-Time,masculino
36092,Silvia Andrea Flores Ramirez,Marketing,Brand Manager,1499,603,374,757,2476,3233,2025,,Planta Industrial,Part-Time,femenino
36093,Fernando Luis Herrera Lopez,Comercial / Ventas,Preventista (BEES),3644,589,692,1075,4925,6000,2025,,Centros de Distribucion,Part-Time,masculino
36094,Carlos Miguel Torres Gonzalez,Marketing,Trade Marketing,4942,,818,597,5760,6357,2025,,Oficinas Administrativas,Part-Time,masculino
36095,Fernando Victor Garcia Ramirez,Logistica,Gestor de Flota,2659,790,28,1272,3477,4749,2025,,Oficinas Administrativas,Part-Time,masculino
36096,Hugo Jose Rodriguez Martinez,Logistica,Gestor de Flota,3173,1127,377,794,4677,5471,2025,,Planta Industrial,Part-Time,masculino
36097,Monica Silvia Castro Herrera,Comercial / Ventas,Key Account Manager,2528,965,103,441,3596,4037,2025,,Centros de Distribucion,Full-Time,femenino
36098,Raul Diego Diaz Rojas,Finanzas,Controller Financiero,3671,1339,826,255,5836,6091,2025,,Centros de Distribucion,Full-Time,masculino
36099,Victor Juan Diaz Suarez,Sostenibilidad,Coordinador de Agro,3870,,150,1362,4020,5382,2025,,Planta Industrial,Full-Time,masculino
36100,Pedro Mario Flores Martinez,People (RRHH),Reclutador (Trainee),2918,146,796,1249,3860,5109,2025,,Oficina Regional,Part-Time,masculino
36101,Elena Paula Delgado Torres,Marketing,Brand Manager,2216,248,270,1046,2734,3780,2025,,Oficinas Administrativas,Full-Time,femenino
36102,Alberto Eduardo Lopez Martinez,Logistica,Gestor de Flota,2104,1158,257,1311,3519,4830,2025,,Oficinas Administrativas,Full-Time,masculino
36103,Camila Rosa Herrera Lopez,Logistica,Gestor de Flota,1020,862,890,618,2772,3390,2025,,Centros de Distribucion,Part-Time,femenino
36104,Raul Victor Suarez Herrera,Logistica,Gestor de Flota,4087,583,728,496,5398,5894,2025,,Centros de Distribucion,Full-Time,masculino
36105,Daniela Patricia Castro Garcia,People (RRHH),Business Partner,1143,292,389,705,1824,2529,2025,,Centros de Distribucion,Full-Time,femenino
36106,Claudia Laura Ortega Ortega,People (RRHH),Reclutador (Trainee),3271,431,302,797,4004,4801,2025,,Oficinas Administrativas,Full-Time,femenino
36107,Ana Laura Ramirez Gonzalez,Comercial / Ventas,Key Account Manager,3364,912,948,578,5224,5802,2025,,Oficina Regional,Part-Time,femenino
36108,Luis Diego Sanchez Flores,Marketing,Trade Marketing,2457,420,494,226,3371,3597,2025,,Oficinas Administrativas,Full-Time,masculino
36109,Sergio Fernando Flores Garcia,Operaciones (Supply),Maestro Cervecero,4548,230,612,1069,5390,6459,2025,,Centros de Distribucion,,masculino
36110,Lucia Veronica Garcia Rojas,Comercial / Ventas,Key Account Manager,3072,551,880,417,4503,4920,2025,,Oficina Regional,Part-Time,femenino
36111,Carlos Eduardo Perez Herrera,People (RRHH),Reclutador (Trainee),2000,729,266,727,2995,3722,2025,,Planta Industrial (Matriz),Full-Time,masculino
36112,Rosa Valentina Ramirez Garcia,Tecnologia (Tech),Analista de Datos,3139,266,16,591,3421,4012,2025,,Planta Industrial,Part-Time,femenino
36113,Alberto Julio Lopez Martinez,Finanzas,Controller Financiero,1473,497,67,663,2037,2700,2025,,Oficina Regional,Full-Time,masculino
36114,Laura Carmen Herrera Suarez,Finanzas,Controller Financiero,1848,334,22,1061,2204,3265,2025,,Oficinas Administrativas,,femenino
36115,Sofia Daniela Martinez Suarez,Marketing,Trade Marketing,870,522,380,998,1772,2770,2025,,Centros de Distribucion,Part-Time,femenino
36116,Laura Valentina Sanchez Garcia,Marketing,Trade Marketing,4885,1051,966,721,6902,7623,2025,,Planta Industrial (Matriz),,femenino
36117,Ricardo Sergio Garcia Vargas,Operaciones (Supply),Analista de Calidad,4114,1013,244,1152,5371,6523,2025,,Centros de Distribucion,Part-Time,masculino
36118,Lucia Carmen Torres Suarez,Marketing,Brand Manager,965,1212,569,222,2746,2968,2025,,Planta Industrial (Matriz),,femenino
36119,Monica Monica Castro Flores,Comercial / Ventas,Preventista (BEES),4016,299,669,545,4984,5529,2025,,Planta Industrial (Matriz),Full-Time,femenino
36120,Sergio Juan Garcia Torres,Operaciones (Supply),Operador de Envasado,2302,1080,130,,3512,3512,2025,,Centros de Distribucion,Full-Time,masculino
36121,Raul Diego Delgado Gonzalez,Sostenibilidad,Coordinador de Agro,3133,1211,987,473,5331,5804,2025,,Oficinas Administrativas,,masculino
36122,Victor Miguel Garcia Delgado,Logistica,Planificador de Demanda,4741,957,885,1423,6583,8006,2025,,Planta Industrial (Matriz),Full-Time,masculino
36123,Ana Daniela Herrera Rodriguez,Operaciones (Supply),Maestro Cervecero,1404,555,402,1193,2361,3554,2025,,Centros de Distribucion,Full-Time,femenino
36124,Natalia Monica Morales Castro,Logistica,Gestor de Flota,3550,685,967,455,5202,5657,2025,,Centros de Distribucion,Full-Time,femenino
36125,Claudia Carmen Delgado Sanchez,Comercial / Ventas,Preventista (BEES),4394,1215,769,1023,6378,7401,2025,,Oficina Regional,Full-Time,femenino
36126,Ricardo Victor Suarez Vargas,Logistica,Planificador de Demanda,1435,965,850,485,3250,3735,2025,,Planta Industrial (Matriz),Part-Time,masculino
36127,Gabriela Sofia Mendoza Morales,Operaciones (Supply),Analista de Calidad,3113,862,524,652,4499,5151,2025,,Oficina Regional,Part-Time,femenino
36128,Patricia Monica Lopez Delgado,Operaciones (Supply),Analista de Calidad,1727,1405,226,,3358,3358,2025,,Planta Industrial (Matriz),Full-Time,femenino
36129,Camila Ana Vargas Flores,Finanzas,Controller Financiero,4500,841,102,1359,5443,6802,2025,,Planta Industrial,Part-Time,femenino
36130,Patricia Veronica Ortega Gonzalez,Operaciones (Supply),Operador de Envasado,2635,1365,338,392,4338,4730,2025,,Planta Industrial,Full-Time,femenino
36131,Valentina Andrea Morales Flores,Logistica,Planificador de Demanda,4642,810,612,1235,6064,7299,2025,,Centros de Distribucion,,femenino
36132,Victor Victor Flores Rodriguez,Logistica,Gestor de Flota,4704,1297,784,272,6785,7057,2025,,Oficina Regional,Full-Time,masculino
36133,Lucia Laura Suarez Gonzalez,People (RRHH),Business Partner,3338,454,32,373,3824,4197,2025,,Oficina Regional,Part-Time,femenino
36134,Fernando Alberto Herrera Rojas,Logistica,Planificador de Demanda,3452,783,353,1329,4588,5917,2025,,Oficinas Administrativas,Full-Time,masculino
36135,Lucia Daniela Ramirez Rodriguez,Operaciones (Supply),Operador de Envasado,2230,999,424,799,3653,4452,2025,,Oficinas Administrativas,,femenino
36136,Luis Alberto Rodriguez Lopez,Comercial / Ventas,Preventista (BEES),857,1059,80,,1996,1996,2025,,Centros de Distribucion,Full-Time,masculino
36137,Laura Andrea Garcia Sanchez,People (RRHH),Business Partner,3662,1454,978,1491,6094,7585,2025,,Planta Industrial (Matriz),Part-Time,femenino
36138,Veronica Andrea Perez Gonzalez,Operaciones (Supply),Maestro Cervecero,3669,1067,747,1221,5483,6704,2025,,Planta Industrial (Matriz),Part-Time,femenino
36139,Silvia Veronica Lopez Castro,Operaciones (Supply),Analista de Calidad,1262,393,676,607,2331,2938,2025,,Planta Industrial,,femenino
36140,Juan Julio Lopez Ortega,Operaciones (Supply),Maestro Cervecero,3515,1485,469,615,5469,6084,2025,,Planta Industrial (Matriz),Part-Time,masculino
36141,Diego Sergio Martinez Morales,People (RRHH),Reclutador (Trainee),2234,1077,637,452,3948,4400,2025,,Centros de Distribucion,Full-Time,masculino
36142,Victor Andres Morales Sanchez,Sostenibilidad,Coordinador de Agro,1760,1339,165,426,3264,3690,2025,,Planta Industrial,Part-Time,masculino
36143,Veronica Sofia Garcia Ortega,Finanzas,Controller Financiero,3825,570,729,936,5124,6060,2025,,Oficinas Administrativas,,femenino
36144,Carmen Carmen Ramirez Suarez,Logistica,Planificador de Demanda,2435,1188,228,659,3851,4510,2025,,Planta Industrial (Matriz),Part-Time,femenino
